,fighter_name,Height_cm,Weight_kg,Reach_cm,Stance,SLpM,Str_Acc%,Strikes_absorbed/m,Str_Def%,TD_Avg,TD_Def%,Sub_Avg,weight_class,TD_Acc
1911,Brandon Thatch,187.96,77,74,Switch,2.7,42.0,3.63,52.0,1.36,50.0,0.7,Middleweight,66.0
1912,Eiji Ishikawa,177.8,77,73,Orthodox,1.2,29.0,4.07,60.0,1.0,60.38,0.0,Middleweight,9.0
1913,Daiju Takase,182.88,77,73,Southpaw,0.49,30.0,1.64,47.0,0.84,21.0,1.2,Middleweight,17.0
1914,Shavkat Rakhmonov,185.42,77,77,Southpaw,2.79,52.0,1.93,50.0,0.0,100.0,3.2,Middleweight,47.04
1915,Matt Dixon,177.8,77,75,Switch,1.97,43.0,4.56,37.0,3.06,60.38,0.0,Middleweight,30.0
1916,Nate Diaz,182.88,77,76,Southpaw,4.62,45.0,3.78,53.0,1.19,42.0,1.4,Middleweight,30.0
1917,Eric Wray,182.88,77,73,Orthodox,1.76,48.0,3.12,28.0,4.07,60.38,2.0,Middleweight,66.0
1918,Ricardo Funch,177.8,77,74,Southpaw,2.61,65.0,3.57,40.0,1.24,60.0,0.0,Middleweight,18.0
1919,Bryan Barberena,182.88,77,72,Southpaw,5.48,48.0,4.7,45.0,0.23,60.0,0.5,Middleweight,28.0
1920,Nick Barnes,180.34,77,73,Orthodox,2.86,29.0,8.93,51.0,5.36,100.0,5.4,Middleweight,100.0
1921,Jason Tan,177.8,77,73,Orthodox,0.69,29.0,7.37,18.0,0.0,60.38,0.0,Middleweight,47.04
1922,Adam Steele,180.03,77,73,Orthodox,0.0,43.02,0.0,52.02,0.0,60.38,0.0,Middleweight,47.04
1923,Laureano Staropoli,185.42,77,71,Orthodox,4.4,34.0,4.58,53.0,0.25,57.0,0.0,Middleweight,20.0
1924,Dominique Steele,177.8,77,74,Orthodox,2.32,49.0,2.42,50.0,2.95,76.0,0.0,Middleweight,42.0
1925,Ray Steinbeiss,180.34,77,73,Orthodox,0.0,43.02,0.0,100.0,0.0,60.38,0.0,Middleweight,47.04
1926,Frank Camacho,177.8,77,73,Orthodox,6.67,46.0,7.31,52.0,1.17,72.0,0.0,Middleweight,45.0
1927,Brian Camozzi,187.96,77,78,Orthodox,3.15,26.0,6.39,54.0,0.0,60.38,0.7,Middleweight,47.04
1928,Luis Ramos,172.72,77,73,Orthodox,2.4,35.0,5.6,42.0,1.5,100.0,0.0,Middleweight,20.0
1929,Ricky Rainey,185.42,77,77,Switch,2.55,48.0,2.62,46.0,0.95,55.0,0.0,Middleweight,18.0
1930,Rick Story,175.26,77,71,Southpaw,3.8,41.0,2.17,62.0,2.53,63.0,0.9,Middleweight,48.0
1931,Luke Stewart,180.34,77,73,Southpaw,3.75,56.0,2.34,53.0,3.75,50.0,1.9,Middleweight,33.0
1932,Kyle Stewart,182.88,77,76,Orthodox,1.41,35.0,2.42,43.0,1.32,60.0,0.0,Middleweight,20.0
1933,Kenichi Yamamoto,182.88,77,73,Orthodox,0.3,46.0,1.93,38.0,0.0,10.0,0.3,Middleweight,47.04
1934,Brandon Magana,180.03,77,73,Orthodox,0.0,43.02,0.0,52.02,0.0,60.38,0.0,Middleweight,47.04
1935,Neil Magny,190.5,77,80,Southpaw,3.67,47.0,2.05,56.0,2.46,57.0,0.3,Middleweight,45.0
1936,Tyler Stinson,190.5,77,73,Orthodox,2.8,23.0,4.6,56.0,0.5,60.38,0.5,Middleweight,100.0
1937,Dan Stittgen,185.42,77,73,Orthodox,2.97,46.0,4.42,37.0,0.78,100.0,0.0,Middleweight,100.0
1938,Hernani Perpetuo,182.88,77,73,Orthodox,2.73,29.0,4.37,55.0,0.0,37.0,0.5,Middleweight,47.04
1939,Michel Pereira,185.42,77,73,Southpaw,3.74,54.0,2.84,58.0,1.76,100.0,0.5,Middleweight,70.0
1940,Ross Pointon,172.72,77,73,Orthodox,2.62,23.0,2.77,58.0,1.19,60.38,0.0,Middleweight,100.0
1941,Jesse Taylor,182.88,77,73,Southpaw,1.94,65.0,0.55,38.0,7.28,100.0,3.1,Middleweight,50.0
1942,Zelim Imadaev,182.88,77,76,Orthodox,2.91,36.0,4.35,43.0,0.38,60.0,0.0,Middleweight,50.0
1943,David Hulett,177.8,77,73,Orthodox,0.0,43.02,0.0,52.02,0.0,60.38,0.0,Middleweight,47.04
1944,John Howard,170.18,77,72,Orthodox,2.15,50.0,3.08,51.0,2.7,53.0,0.4,Middleweight,49.0
1945,Sabah Homasi,182.88,77,72,Orthodox,4.98,48.0,6.91,47.0,2.8,66.0,0.0,Middleweight,50.0
1946,Dorian Price,190.5,77,73,Southpaw,0.0,43.02,0.0,52.02,0.0,60.38,0.0,Middleweight,47.04
1947,Santiago Ponzinibbio,182.88,77,73,Southpaw,4.21,40.0,4.05,64.0,0.52,60.0,0.0,Middleweight,44.0
1948,Felipe Portela,180.03,77,73,Orthodox,0.0,43.02,0.0,52.02,0.0,60.38,0.0,Middleweight,47.04
1949,Claude Patrick,180.34,77,75,Southpaw,1.8,55.0,0.89,69.0,2.32,84.0,1.7,Middleweight,53.0
1950,Justin Patterson,177.8,77,73,Orthodox,0.0,43.02,0.0,52.02,0.0,60.38,0.0,Middleweight,47.04
1951,Julio Paulino,182.88,77,73,Orthodox,0.97,27.0,1.87,48.0,0.0,37.0,0.5,Middleweight,47.04
1952,Pawel Pawlak,182.88,77,73,Orthodox,1.67,33.0,2.22,53.0,1.0,70.0,0.0,Middleweight,37.0
1953,Thiago Perpetuo,177.8,77,73,Southpaw,5.39,69.0,3.51,51.0,2.82,66.0,0.0,Middleweight,50.0
1954,Tony DeSouza,182.88,77,70,Southpaw,1.12,52.0,1.57,41.0,2.25,40.0,1.5,Middleweight,42.0
1955,David Marshall,187.96,77,73,Orthodox,0.0,43.02,0.0,52.02,0.0,60.38,0.0,Middleweight,47.04
1956,Enrique Marin,177.8,77,73,Orthodox,1.43,33.0,3.0,50.0,2.5,60.0,1.0,Middleweight,38.0
1957,Shonie Carter,177.8,77,73,Southpaw,1.62,36.0,2.32,47.0,0.75,75.0,0.0,Middleweight,66.0
1958,Don Carlo-Clauss,180.03,77,73,Orthodox,1.44,30.0,7.68,43.0,0.0,66.0,0.0,Middleweight,47.04
1959,Roan Carneiro,180.34,77,76,Orthodox,1.46,46.0,1.82,62.0,3.05,83.0,1.4,Middleweight,42.0
1960,Michel Prazeres,167.64000000000001,77,67,Orthodox,2.44,47.0,2.49,58.0,4.11,50.0,0.6,Middleweight,36.0
1961,Kyle Prepolec,177.8,77,70,Southpaw,3.2,34.0,4.7,54.0,0.0,40.0,0.0,Middleweight,47.04
1962,Nordine Taleb,185.42,77,74,Southpaw,3.66,51.0,2.62,66.0,1.94,73.0,0.0,Middleweight,76.0
1963,Mike Swick,185.42,77,77,Southpaw,2.36,37.0,2.29,54.0,1.06,61.0,0.6,Middleweight,50.0
1964,James Terry,177.8,77,73,Orthodox,3.23,32.0,4.77,64.0,3.31,75.0,0.0,Middleweight,36.0
1965,Callan Potter,182.88,77,72,Orthodox,3.18,50.0,4.72,58.0,3.29,100.0,0.0,Middleweight,66.0
1966,Steve Mann,185.42,77,73,Southpaw,3.18,70.0,0.66,57.0,1.64,60.0,0.0,Middleweight,100.0
1967,Troy Mandaloniz,175.26,77,73,Orthodox,3.52,56.0,4.71,63.0,3.1,57.0,0.0,Middleweight,66.0
1968,Bristol Marunde,185.42,77,75,Orthodox,1.42,21.0,4.4,47.0,1.6,14.0,0.0,Middleweight,33.0
1969,Jorge Masvidal,180.34,77,74,Southpaw,4.2,47.0,3.0,65.0,1.57,77.0,0.4,Middleweight,59.0
1970,Jake Hecht,182.88,77,73,Southpaw,3.26,47.0,2.76,56.0,2.04,40.0,0.0,Middleweight,37.0
1971,Hector Urbina,180.34,77,73,Orthodox,0.97,38.0,2.44,39.0,0.0,38.0,3.8,Middleweight,47.04
1972,Jay Hieron,182.88,77,75,Orthodox,1.66,32.0,1.89,61.0,4.05,66.0,1.0,Middleweight,60.0
1973,Richie Hightower,172.72,77,73,Orthodox,4.62,35.0,6.92,21.0,3.46,100.0,0.0,Middleweight,100.0
1974,Anthony Torres,172.72,77,73,Orthodox,3.54,48.0,7.52,45.0,0.0,100.0,2.2,Middleweight,47.04
1975,Abram Torres,177.8,77,73,Orthodox,0.0,43.02,0.0,52.02,0.0,60.38,0.0,Middleweight,47.04
1976,Tyler Hill,190.5,77,73,Switch,3.64,39.0,5.33,47.0,0.0,60.38,0.0,Middleweight,47.04
1977,Travis Galbraith,182.88,77,73,Orthodox,2.21,40.0,3.45,48.0,1.33,60.38,1.3,Middleweight,25.0
1978,Crezio de Souza,180.03,77,73,Orthodox,0.0,43.02,0.0,52.02,0.0,60.38,0.0,Middleweight,47.04
1979,Joe Martin,175.26,77,73,Orthodox,0.73,40.0,2.4,45.0,0.0,16.0,0.0,Middleweight,47.04
1980,Sean Holden,177.8,77,73,Southpaw,2.4,59.0,0.6,59.0,5.0,60.38,2.0,Middleweight,83.0
1981,Jeremie Holloway,182.88,77,73,Southpaw,0.81,50.0,0.51,79.0,0.0,60.38,0.0,Middleweight,47.04
1982,Benson Henderson,175.26,77,70,Southpaw,2.93,45.0,1.79,63.0,2.4,63.0,0.8,Middleweight,45.0
1983,Edgar Garcia,177.8,77,71,Orthodox,3.16,29.0,4.23,60.0,2.21,50.0,0.6,Middleweight,57.0
1984,Alex Garcia,175.26,77,72,Orthodox,1.81,31.0,3.03,59.0,3.72,66.0,0.1,Middleweight,52.0
1985,Lucas Gamaza,180.03,77,73,Southpaw,7.57,31.0,6.99,45.0,0.0,60.38,0.0,Middleweight,47.04
1986,Herman Terrado,180.03,77,73,Orthodox,0.0,43.02,0.0,52.02,0.0,60.38,0.0,Middleweight,47.04
1987,Dave Terrel,172.72,77,73,Southpaw,2.62,43.0,2.8,48.0,3.28,100.0,0.0,Middleweight,38.0
1988,Edilberto de Oliveira,182.88,77,73,Orthodox,4.12,32.0,6.79,61.0,0.0,60.38,0.0,Middleweight,47.04
1989,Sean Pierson,182.88,77,76,Southpaw,3.84,39.0,3.73,64.0,0.39,66.0,0.4,Middleweight,18.0
1990,Mike Pierce,172.72,77,71,Southpaw,2.62,42.0,2.36,62.0,3.08,71.0,0.2,Middleweight,42.0
1991,Justin DeMoney,180.03,77,73,Orthodox,0.0,43.02,0.0,52.02,0.0,60.38,0.0,Middleweight,47.04
1992,Thomas Denny,177.8,77,73,Orthodox,2.36,45.0,4.69,40.0,1.48,42.0,1.5,Middleweight,17.0
1993,Johil de Oliveira,167.64000000000001,77,73,Orthodox,0.51,34.0,0.73,58.0,1.1,44.0,0.6,Middleweight,50.0
1994,Chris Honeycutt,177.8,77,73,Southpaw,2.99,44.0,1.41,66.0,3.4,75.0,0.0,Middleweight,45.0
1995,Carlo Pedersoli Jr.,180.34,77,75,Southpaw,4.17,37.0,4.12,61.0,2.91,60.38,0.0,Middleweight,44.0
1996,Anthony Rocco Martin,182.88,77,73,Southpaw,2.68,37.0,2.59,58.0,0.71,68.0,1.0,Middleweight,27.0
1997,Junior Barata,177.8,77,73,Orthodox,4.03,33.0,8.46,34.0,0.0,60.38,0.0,Middleweight,47.04
1998,Siyar Bahadurzada,180.34,77,73,Orthodox,2.91,40.0,3.23,49.0,1.32,62.0,0.3,Middleweight,61.0
1999,Ignacio Bahamondes,190.5,77,75,Southpaw,8.78,54.0,2.66,67.0,0.0,100.0,0.0,Middleweight,47.04
2000,Miguel Baeza,187.96,77,74,Southpaw,4.64,55.0,3.89,50.0,0.8,100.0,1.2,Middleweight,40.0
2001,Valeri Ignatov,175.26,77,73,Orthodox,0.0,43.02,0.0,52.02,0.0,60.38,0.0,Middleweight,47.04
2002,Ansar Chalangov,175.26,77,73,Orthodox,0.68,66.0,1.69,54.0,0.0,60.38,7.6,Middleweight,47.04
2003,Ray Perales,177.8,77,73,Orthodox,0.18,25.0,2.39,32.0,0.0,33.0,0.0,Middleweight,47.04
2004,Danny Mitchell,187.96,77,73,Orthodox,2.53,49.0,2.53,52.0,0.0,100.0,3.0,Middleweight,47.04
2005,Alberto Mina,182.88,77,77,Orthodox,3.23,38.0,3.7,47.0,1.85,50.0,0.0,Middleweight,20.0
2006,Carlton Minus,177.8,77,75,Orthodox,3.5,40.0,4.97,50.0,0.0,58.0,0.0,Middleweight,47.04
2007,Marcelo Mello,170.18,77,73,Southpaw,0.0,43.02,0.0,52.02,0.0,60.38,0.0,Middleweight,47.04
2008,Ryan McGillivray,180.34,77,73,Orthodox,1.27,20.0,2.2,52.0,0.0,44.0,0.0,Middleweight,47.04
2009,Dave Menne,177.8,77,73,Orthodox,1.84,44.0,1.99,42.0,0.46,57.0,2.5,Middleweight,50.0
2010,Bryce Mejia,185.42,77,73,Orthodox,3.49,62.0,6.98,50.0,0.0,60.38,0.0,Middleweight,47.04
2011,Eduardo Pamplona,180.34,77,73,Orthodox,0.0,43.02,0.0,52.02,0.0,60.38,0.0,Middleweight,47.04
2012,Sasha Palatnikov,185.42,77,72,Switch,9.78,52.0,7.74,51.0,1.17,88.0,0.0,Middleweight,100.0
2013,Rousimar Palhares,172.72,77,71,Orthodox,1.75,51.0,2.04,59.0,3.93,60.38,4.1,Middleweight,45.0
2014,Cathal Pendred,185.42,77,75,Orthodox,2.49,44.0,3.01,55.0,2.46,83.0,0.4,Middleweight,23.0
2015,Jerron Peoples,182.88,77,73,Orthodox,0.0,43.02,0.0,52.02,0.0,60.38,0.0,Middleweight,47.04
2016,Khamzat Chimaev,187.96,77,75,Southpaw,9.03,72.0,0.1,66.0,4.67,60.38,3.1,Middleweight,75.0
2017,Luan Chagas,182.88,77,75,Southpaw,4.16,47.0,3.19,62.0,0.32,85.0,0.3,Middleweight,12.0
2018,Ryan Thomas,182.88,77,73,Orthodox,2.01,36.0,4.17,30.0,5.59,60.38,2.2,Middleweight,33.0
2019,Joel Thomas ,177.8,77,73,Orthodox,0.0,43.02,0.0,52.02,0.0,60.38,0.0,Middleweight,47.04
2020,Gil Castillo,175.26,77,73,Southpaw,0.6,45.0,2.22,44.0,3.33,50.0,0.0,Middleweight,45.0
2021,Forrest Petz,175.26,77,71,Southpaw,2.27,29.0,2.2,57.0,1.3,66.0,0.0,Middleweight,100.0
2022,Mike Perry,177.8,77,71,Orthodox,4.35,47.0,4.82,54.0,0.69,77.0,0.2,Middleweight,38.0
2023,Kris McCray,182.88,77,76,Southpaw,2.69,45.0,2.57,54.0,2.88,38.0,0.0,Middleweight,55.0
2024,Jake Matthews,180.34,77,73,Southpaw,3.03,44.0,2.16,61.0,1.93,66.0,0.6,Middleweight,41.0
2025,Emil Meek,180.34,77,74,Switch,2.52,39.0,2.53,38.0,0.25,47.0,1.0,Middleweight,33.0
2026,Mickey Gall,187.96,77,74,Switch,2.55,46.0,3.65,42.0,1.15,40.0,2.1,Middleweight,26.0
2027,Tom Gallicchio,177.8,77,73,Southpaw,3.53,26.0,7.07,43.0,1.0,60.38,0.0,Middleweight,11.0
2028,Paulo Thiago,180.34,77,74,Orthodox,1.71,39.0,1.99,63.0,1.42,63.0,1.2,Middleweight,31.0
2029,Nick Thompson,185.42,77,74,Southpaw,1.87,42.0,1.8,49.0,1.06,35.0,2.6,Middleweight,100.0
2030,Albert Tumenov,180.34,77,73,Southpaw,3.76,42.0,3.34,58.0,0.2,75.0,0.0,Middleweight,20.0
2031,Josh Thornburg,182.88,77,73,Orthodox,1.2,50.0,3.13,38.0,2.0,42.0,2.0,Middleweight,66.0
2032,Stephen Thompson,182.88,77,75,Southpaw,4.24,43.0,2.8,58.0,0.32,78.0,0.0,Middleweight,45.0
2033,Simeon Thoresen,185.42,77,79,Orthodox,3.85,43.0,3.85,64.0,1.12,50.0,1.7,Middleweight,40.0
2034,Carlston Harris,182.88,77,73,Orthodox,0.0,43.02,0.0,52.02,0.0,60.38,0.0,Middleweight,47.04
2035,Courtney Turner,187.96,77,73,Orthodox,0.0,43.02,0.0,52.02,0.0,60.38,0.0,Middleweight,47.04
2036,Jason Von Flue,182.88,77,73,Orthodox,1.89,36.0,3.23,52.0,0.62,58.0,1.5,Middleweight,16.0
2037,James Head,185.42,77,73,Orthodox,2.75,48.0,3.11,49.0,0.41,66.0,0.8,Middleweight,100.0
2038,John Hathaway,185.42,77,75,Southpaw,3.4,40.0,1.8,62.0,2.61,60.0,0.9,Middleweight,43.0
2039,Salim Touahri,177.8,77,72,Orthodox,2.6,46.0,2.87,58.0,0.0,83.0,0.0,Middleweight,47.04
2040,Alexander Trevino,180.03,77,73,Orthodox,0.0,43.02,0.0,52.02,0.0,60.38,0.0,Middleweight,47.04
2041,Ben Askren,180.34,77,73,Orthodox,3.64,49.0,5.66,36.0,4.33,60.38,0.9,Middleweight,55.0
2042,Austin Vanderford,180.34,77,73,Orthodox,3.9,52.0,5.19,45.0,0.0,100.0,1.9,Middleweight,47.04
2043,Bobby Voelker,182.88,77,74,Orthodox,4.01,35.0,5.84,42.0,1.04,66.0,0.0,Middleweight,50.0
2044,Brian Gassaway,185.42,77,73,Orthodox,0.34,26.0,3.65,44.0,0.0,42.0,0.0,Middleweight,47.04
2045,Dustin Hazelett,185.42,77,76,Orthodox,2.24,40.0,3.51,46.0,0.55,25.0,4.1,Middleweight,50.0
2046,Luigi Vendramini,172.72,77,73,Orthodox,2.26,42.0,2.26,59.0,0.0,60.38,2.0,Middleweight,47.04
2047,Justin Haskins,177.8,77,73,Orthodox,1.51,33.0,2.65,54.0,1.62,52.0,0.8,Middleweight,40.0
2048,Clay Harvison,185.42,77,74,Orthodox,3.29,48.0,3.91,58.0,0.66,68.0,1.3,Middleweight,100.0
2049,Hayder Hassan,177.8,77,73,Orthodox,2.11,46.0,3.16,48.0,0.0,25.0,0.0,Middleweight,47.04
2050,Gasan Umalatov,180.34,77,71,Orthodox,2.23,39.0,4.1,59.0,0.75,90.0,0.0,Middleweight,17.0
2051,Joe Merritt,182.88,77,73,Southpaw,1.53,58.0,0.73,66.0,0.0,68.0,0.0,Middleweight,47.04
2052,Jonathan Meunier,190.5,77,73,Switch,3.47,50.0,1.43,69.0,0.58,58.0,0.0,Middleweight,33.0
2053,Jordan Mein,182.88,77,73,Southpaw,3.35,44.0,2.55,69.0,1.56,66.0,0.2,Middleweight,58.0
2054,Brian Melancon,172.72,77,73,Southpaw,4.18,49.0,3.64,64.0,2.02,66.0,0.0,Middleweight,100.0
2055,Josh Haynes,175.26,77,73,Orthodox,1.25,22.0,4.03,52.0,0.94,42.0,0.0,Middleweight,18.0
2056,Hidehiko Hasegawa,175.26,77,73,Orthodox,0.0,43.02,0.0,52.02,0.0,60.38,0.0,Middleweight,47.04
2057,Bojan Velickovic,182.88,77,76,Southpaw,2.18,34.0,2.31,57.0,0.67,55.0,0.5,Middleweight,25.0
2058,Adam Meredith,187.96,77,73,Southpaw,2.63,50.0,2.11,55.0,7.89,100.0,7.9,Middleweight,100.0
2059,Adam Cella,187.96,77,73,Orthodox,1.91,42.0,2.61,51.0,3.92,50.0,1.3,Middleweight,75.0
2060,Tim Means,187.96,77,75,Southpaw,5.16,48.0,3.58,61.0,0.92,64.0,0.2,Middleweight,41.0
2061,Rhys McKee,187.96,77,78,Orthodox,6.83,53.0,11.9,43.0,0.0,20.0,0.0,Middleweight,47.04
2062,Court McGee,180.34,77,75,Southpaw,4.9,36.0,3.94,61.0,1.6,63.0,0.4,Middleweight,21.0
2063,Kamaru Usman,182.88,77,76,Switch,4.66,54.0,2.33,58.0,3.22,100.0,0.1,Middleweight,47.0
2064,Christian Uflacker,180.34,77,73,Orthodox,0.0,43.02,0.0,52.02,0.0,60.38,0.0,Middleweight,47.04
2065,Andy Uhrich,182.88,77,73,Orthodox,0.0,43.02,0.0,52.02,0.0,60.38,0.0,Middleweight,47.04
2066,Jason Gilliam,182.88,77,73,Orthodox,0.79,33.0,3.14,42.0,0.0,60.38,0.0,Middleweight,47.04
2067,Renato Verissimo,185.42,77,73,Orthodox,0.92,48.0,1.87,47.0,1.46,50.0,2.5,Middleweight,30.0
2068,Erik Apple,182.88,77,73,Orthodox,0.0,43.02,0.54,81.0,0.0,60.38,8.1,Middleweight,47.04
2069,Albert Cheng,180.34,77,73,Orthodox,1.0,41.0,2.6,71.0,0.0,60.38,0.0,Middleweight,47.04
2070,Michael Chiesa,185.42,77,75,Southpaw,1.89,40.0,1.71,54.0,3.6,68.0,0.9,Middleweight,52.0
2071,Michael Page,187.96,77,73,Southpaw,4.53,76.0,0.45,77.0,3.4,100.0,0.0,Middleweight,100.0
2072,Zak Ottow,180.34,77,72,Orthodox,2.63,36.0,2.73,58.0,0.97,57.0,0.4,Middleweight,29.0
2073,Sidney Outlaw,172.72,77,74,Orthodox,0.13,33.0,0.8,71.0,3.0,60.38,3.0,Middleweight,75.0
2074,Yuri Villefort,182.88,77,73,Orthodox,3.18,43.0,5.42,55.0,2.0,40.0,0.3,Middleweight,35.0
2075,Dustin West,180.34,77,73,Orthodox,0.0,43.02,0.0,52.02,0.0,60.38,0.0,Middleweight,47.04
2076,Vik Grujic,180.34,77,73,Orthodox,2.24,48.0,3.39,41.0,1.18,26.0,0.4,Middleweight,33.0
2077,Billy Miles,177.8,77,73,Orthodox,0.0,43.02,1.25,33.0,0.0,60.38,0.0,Middleweight,47.04
2078,Curtis Millender,187.96,77,76,Southpaw,3.86,46.0,2.95,61.0,0.43,57.0,0.0,Middleweight,100.0
2079,Pat Miletich,177.8,77,73,Southpaw,1.79,45.0,1.66,63.0,1.96,54.0,1.0,Middleweight,100.0
2080,Erick Montano,182.88,77,73,Southpaw,2.79,44.0,2.06,64.0,2.29,66.0,0.0,Middleweight,36.0
2081,Mike Guymon,182.88,77,74,Southpaw,2.75,65.0,0.79,66.0,1.87,54.0,1.2,Middleweight,37.0
2082,Lemont Davis,172.72,77,73,Orthodox,0.87,54.0,1.27,55.0,1.0,60.38,1.0,Middleweight,50.0
2083,Angelo Trevino,180.34,77,73,Switch,5.19,54.0,3.9,47.0,0.0,100.0,0.0,Middleweight,47.04
2084,Frank Trigg,175.26,77,71,Southpaw,2.79,46.0,1.9,56.0,2.35,75.0,0.8,Middleweight,47.0
